Product,Rating,MRP,Feature
DELL G15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) ...,2.7,"₹74,999",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inches) Display1 Year Premium Support
MSI GL Core i7 7th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1050) GL62 7R...,,"₹95,990","Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)NVIDIA Geforce GTX 1050 for Desktop Level PerformanceFull HD LED Backlit Anti-glare Display for Better Visual ExperienceIntel Core i7 Processor (7th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayDragon Gaming Center2 Years Warranty"
MSI Core i7 7th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce GTX 1070...,4.2,"₹1,85,990","Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)256 GB SSD for Reduced Boot Up Time and in Game LoadingMSI SHIFT Technology Minimizes Noise and Temperature and Maximizes Battery LifeNVIDIA Geforce GTX 1070 for Desktop Level PerformanceIntel Core i7 Processor (7th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD43.94 cm (17.3 inch) Display2 Years Warranty"
Lenovo Ideapad 330s Core i5 8th Gen - (4 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 330S-15IKB Thin an...,4,"₹56,990","Intel Core i5 Processor (8th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayLenovo App Explorer, Lenovo Companion 3.01 Year Onsite Warranty"
ASUS Zephyrus G14 Ryzen 7 Octa Core AMD Ryzen™ 7 5800HS 5th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB ...,,"₹1,18,850","AMD Ryzen 7 Octa Core Processor (5th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD35.56 cm (14 inch) DisplayWindows 10 Home, Ms-Office Home & Student 2019, Mcafee AntiVIrus - 1 Year1 Year Onsite Warranty"
HP HP Pavilion Gaming Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForc...,,"₹76,190","Intel Core i5 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayHP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Jumpstart1 Year Onsite Warranty"
HP Spectre x360 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) 13-aw0205tu 2 in 1 Laptop,3.3,"₹1,62,990","Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) Touchscreen DisplayHP Audio Switch, HP Documentation, HP e-Service, HP JumpStart, HP Support Assistant, HP Connection Optimizer, HP Command Center, HP PC Hardware Diagnostics Windows1 Year Onsite Warranty"
ASUS ZenBook 14 (2021) Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 10 Home) UM425UA-AM702TS Th...,,"₹95,990","AMD Ryzen 7 Octa Core Processor16 GB LPDDR4X RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMyASUS, Office Home and Student 2019, Link to MyASUS, Splendid, Tru2Life1 Year Onsite Warranty"
ASUS Zenbook 13 OLED Ryzen 7 Octa Core AMD Ryzen™ 7 5700U 5th Gen - (16 GB/1 TB SSD/Windows 10 Home) U...,,"₹1,05,990","AMD Ryzen 7 Octa Core Processor (5th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD33.78 cm (13.3 inch) Touchscreen DisplayMicrosoft Office Home and Student 2019 - Lifetime, Mcafee Antivirus - 1 Year1 Year Onsite Warranty"
ASUS Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 10 Home) UM325SA-KG701TS Thin and Light Laptop,,"₹1,02,990","AMD Ryzen 7 Octa Core Processor16 GB LPDDR4X RAM64 bit Windows 10 Operating System1 TB SSD33.78 cm (13.3 inch) DisplayMicrosoft Office Home and Student 2019, AppDeals, System Diagnosis, Splendid, Link to MyASUS1 Year Onsite Warranty"
MSI Creator 17 Core i7 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 207...,,"₹2,64,990","Intel Core i7 Processor (10th Gen)32 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD43.94 cm (17.3 inch) DisplayTrue Color 2.0, Nahimic 3, Cooler Boost, Trinity+, Creator Center2 Years Carry In Warranty"
HP 15s Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) 15s-eq0500AU Thin and Light Laptop,4.4,"₹48,990","AMD Ryzen 5 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 2019 & Office 365, HP Documentation, HP BIOS recovery, HP Smart, McAfee LiveSafe (30 days free trial as default)1 Year Onsite Warranty"
DELL G3 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX ...,4.3,"₹77,990","Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) Display1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail"
HP HP Envy Ryzen 7 Octa Core 4700U - (16 GB/1 TB SSD/Windows 10 Home) 13-ay0508au Thin and Light Lapto...,,"₹99,990","AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD33.78 cm (13.3 inch) Touchscreen Display""Microsoft Office 2019 Home & Student, HP Documentation, HP e-service, HP BIOS recovery, HP SSRM, HP Jumpstart ""1 Year Onsite Warranty"
acer Aspire 5 Core i5 8th Gen - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home) a515-52-555f Thin and L...,4.2,"₹55,480","Intel Core i5 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Quick Access, Acer Configuration Manager1 Year International Travelers Warranty (ITW)"
ASUS ROG Zephyrus S15 Core i7 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce ...,,"₹2,34,990",Intel Core i7 Processor (10th Gen)32 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
MSI GE Core i7 8th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce GTX 1...,4.8,"₹1,79,990","512 GB SSD for Reduced Boot Up Time and in Game LoadingPre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)MSI's Cooler Boost 5 Technology for Interruption Free GamingPer-Key RGB Gaming Keyboard Helps in Customizing Each KeyNVIDIA Geforce GTX 1070 for Desktop Level PerformanceIntel Core i7 Processor (8th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|512 GB SSD43.94 cm (17.3 inch) DisplaySHIFT, Xsplit Gamecaster, Dragon Center 2.0, Cooler Boost 5, Nahimic VR, True Color 2.0, TriDef VR2 Years Carry In Warranty"
acer Core i7 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) Z2-485 Thin and Light Laptop,3.9,"₹42,990",Intel Core i7 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD35.56 cm (14 inch) Display1 Year Carry in Warranty
ASUS TUF Core i5 10th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 Ti/14...,2.6,"₹69,990","Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayWndows 10 Home, Mcafee Antivirus - 1 Year1 Year Onsite Warranty"
MSI WF65 Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Pro/4 GB Graphics/NVIDIA Quadro T100...,,"₹1,59,990","Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayTrue Color 2.0, Nahimic 3, Creator Center3 Years Carry In Warranty"
acer Predator Helios 300 Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,4.5,"₹1,29,999","Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)Dual Fan Cooling with Metal AeroBlade 3D128 GB SSD for Reduced Boot Up Time and in Game LoadingUpgradable SSD Upto 512 GB and RAM Upto 32 GBNVIDIA Geforce GTX 1050Ti for Desktop Level PerformanceIntel Core i5 Processor (7th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|128 GB SSD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Collection, Acer Configuration Manager, Quick Access1 Year International Travelers Warranty (ITW)"
MSI Core i7 8th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060...,,"₹1,58,990","NVIDIA GeForce RTX 2060Intel Core i7 Processor (8th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD43.94 cm (17.3 inch) DisplayKiller DoubleShot Pro, Dragon Center 2.0, Cooler Boost 5, Nahimic 32 Years Carry In Warranty"
MSI GS Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1060) GS65...,4.1,"₹1,49,990","512 GB SSD for Reduced Boot Up Time and in Game LoadingPre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)NVIDIA Geforce GTX 1060 for Desktop Level PerformancePer-Key RGB Gaming Keyboard Helps in Customizing Each KeyIntel Core i7 Processor (8th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplaySHIFT, Xsplit Gamecaster, Nahimic 3, Cooler Boost Trinity, Dragon Center 2.0, True Color 2.02 Years Carry In Warranty"
Vaio E Series Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN026P Thin and Light ...,4.1,"₹57,990",AMD Ryzen 7 Quad Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office 3652 Years Onsite Warranty
DELL XPS Core i5 11th Gen Intel EVO - (8 GB/512 GB SSD/Windows 10 Home) XPS 9310 Thin and Light Laptop,,"₹1,52,149",Intel Evo platform feat 11th Gen Intel Core i5 processorIntel Core i5 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) Display1 Year Onsite Warranty
MSI GF63 Thin Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 ...,4.2,"₹55,990","Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplaySilver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 32 Year Warranty Term for Gaming & Content Creation (EU-WE)"
MSI Modern 15 Ryzen 5 Octa Core - (8 GB/512 GB SSD/Windows 10 Home) Modern 15 A5M-065IN Thin and Light...,,"₹69,990",AMD Ryzen 5 Octa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty Term
Lenovo Legion Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,4,"₹60,490",Intel Core i5 Processor (9th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
ASUS VivoBook Ultra S15 Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) S532EQ-BQ70...,,"₹84,990","Intel Core i7 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 2019, Splendid (All Models), Tru2Life (Intel Platform Models), Link to MyASUS (All Models, Bluetooth Needed)1 Year Onsite Warranty"
ASUS VivoBook Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EP-BQ513TS Thin and Li...,,"₹64,990","Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 2019, My Asus, Battery Health Charging, Fan mode, Splendid, Tru2Life1 Year Onsite Warranty"
HP Chromebook MT8183 - (4 GB/64 GB EMMC Storage/Chrome OS) 11a-na0004MU Chromebook,3.9,"₹22,990",MediaTek MT8183 Processor4 GB LPDDR4X RAMChrome Operating System29.46 cm (11.6 inch) Touchscreen Display1 Year Onsite Warranty
Lenovo Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10/NVIDIA GeForce GTX) 82AU004QIN Gaming Laptop,,"₹95,949",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAMWindows 10 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
ASUS Vivobook Ultra K14 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) K413EA-EB522TS Thin and ...,,"₹66,490","Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayWindows 10 Home, Microsoft Office Home & Student 2019, 1 Year Mcafee1 Year Onsite Manufacturing Warranty"
ASUS Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) X515EA-BQ391TS Laptop,,"₹42,990",Intel Core i3 Processor (11th Gen)8 GB DDR4 RAMWindows 10 Operating System1 TB HDD39.62 cm (15.6 inch) Display1 Year Manufacturing Warranty
ASUS ROG Strix Edition Core i7 7th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/6 GB Graphics/NVID...,5,"₹1,39,990","Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)128 GB NVMe PCIe 3.0 x4 SSDSonic Studio Software with in Game Noise Cancellation and Voice Volume Stabilization TechnologyNVIDIA Geforce GTX 1060 for Desktop Level PerformanceDual Fans Intelligent Hyper Cooling Design4 Zone Customizable RGB Backlit with Anti-ghosting N-Key Rollover KeyboardIntel Core i7 Processor (7th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|128 GB SSD39.62 cm (15.6 inch) DisplayAsus Gaming Center, Asus Sonic Suite II, ROG Game First IV, Asus GiftBox, Asus Splendid, XSplit Gamecaster2 Years Onsite Warranty"
Lenovo ThinkPad Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) X13 Thin and Light Laptop,,"₹1,47,000",Intel Core i5 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 Inch) DisplayNA3 Year Premier Support Warranty
HP Omen Core i5 7th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1...,,"₹1,02,551","Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)Intel Core i5 Processor (7th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|128 GB SSD39.62 cm (15.6 inch) DisplayCyberlink Power Media Player, Omen Audio Control, Omen Command Center, Support Assistant 8.0, Recovery Manager Installer for Windows 101 Year Onsite Warranty"
DELL G15 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz)...,4.8,"₹73,490",Intel Core i5 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inches) DisplayMicrosoft Office Home & Student 20191 Year Premium Support
ASUS ROG Strix G15 (2021) Ryzen 5 Hexa Core 5600H - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,4.4,"₹87,990",AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Month Trial for Microsoft 365 (Credit Card Required)1 Year Onsite Warranty
MSI Katana GF66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 30...,,"₹1,17,990","Intel Core i7 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inches) DisplaySilver-Lining Printl, Matrix Display (Extend)l, Cooler Boost 5l, Hi-Res Audiol, Nahimic 3, 144Hz Panell, Thin Bezell, Speaker Tuning Engine2 Year Warranty Term"
Lenovo Ideapad Slim 5i Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) 15 ...,3.8,"₹66,990",Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
HP 14s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s- DR2016TU Thin and Light Laptop,4.1,"₹58,990","Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 2019, HP Documentation, HP Smart1 Year Onsite Warranty"
acer Aspire 5 Core i5 8th Gen - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/2 GB Graphics) A515-52G-...,4.1,"₹61,990","Intel Core i5 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayAcer Care Center, Acer Quick Access, Acer Configuration Manager, Microsoft Office Home and Student 20161 Year International Travelers Warranty (ITW)"
ASUS ZenBook 13 Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A4115T Thin and Light Lapt...,4.4,"₹82,990",Intel Core i7 Processor (8th Gen)8 GB LPDDR3 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) DisplayAsus Splendid1 Year Onsite Warranty
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5418 Thin and Light Laptop,3.6,"₹64,280",Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inches) Display1 Year Onsite Warranty
Lenovo Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) V15-IIL Laptop,3.9,"₹39,600",Intel Core i3 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
HP Spectre x360 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) 13-aw0211TU 2 in 1 Laptop,5,"₹1,27,990","Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) Touchscreen DisplayHP Audio Switch, HP Documentation, HP e-Service, HP JumpStart, HP Support Assistant, HP Connection Optimizer, HP Command Center, HP PC Hardware Diagnostics Windows1 Year Onsite Warranty"
ASUS Pro P5 Core i7 8th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Pro) Pro P5 P5440FA Thin and Light ...,,"₹98,912",Intel Core i7 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD35.56 cm (14 inch) Display1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase
ASUS ExpertBook P1 Core i5 10th Gen - (4 GB/1 TB HDD/Windows 10 Pro) ExpertBook P1 P1440FA Thin and Li...,,"₹61,249",Intel Core i5 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD35.56 cm (14 inch) Display1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase
Lenovo Ideapad Gaming 3 Core i5 - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,,"₹77,298",Intel Core i5 Processor8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
HP Chromebook MT8183 - (4 GB/64 GB EMMC Storage/Chrome OS) 11A-NA0002MU Chromebook,3.9,"₹22,990","MediaTek MT8183 Processor4 GB DDR4 RAM32 bit Chrome Operating System29.46 cm (11.6 inch) Touchscreen DisplayPre-installed G-suite Apps, Linux Kernel and Apps, Chrome Web Extensions, Google Play Store, HP Audio Switch, HP ePrint, HP Support Assistant, Dropbox1 Year Onsite Warranty"
ASUS TUF Dash F15 Core i5 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX ...,,"₹1,02,990","Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayWindows 10 Home, Ms-Office Home & Student 2019 - Life Time, Mcafee Anti Virus - 1 Year1 Year Onsite Warranty"
Lenovo Ideapad Slim 3i Core i5 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Ideapad Slim 3 Thin and Li...,,"₹57,890",Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) ExpertBook B9 B9450FA Thin and ...,,"₹1,54,990",Intel Core i7 Processor (10th Gen)16 GB LPDDR3 RAM64 bit Windows 10 Operating System1 TB SSD35.56 cm (14 inch) Display1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase
HP Envy Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 13-ba0011tx Thin and Light ...,4.3,"₹78,990",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inch) Touchscreen DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
acer ConceptD 5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) CN515-51 Thin and Li...,,"₹99,500","Intel Core i5 Processor (8th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayAcer Collection, Quick Access, Acer Product Registration1 Year International Travelers Warranty (ITW)"
Lenovo Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) 81WA00K1IN Laptop,,"₹42,390",Intel Core i3 Processor (10th Gen)8 GB DDR4 RAMWindows 10 Operating System256 GB SSD35.56 cm (14 inch) Display2 Year Onsite Warranty
DELL Vostro Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) Vostro 3400 Thin and Light Laptop,4.2,"₹42,380",Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD35.56 cm (14 inches) Display1 Year Onsite Warranty
ASUS ROG Flow X13 Ryzen 7 Octa Core 5800HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,4.5,"₹1,24,990",AMD Ryzen 7 Octa Core Processor16 GB LPDDR4X RAM64 bit Windows 10 Operating System1 TB SSD34.04 cm (13.4 inch) Touchscreen DisplayOffice Home and Student 20191 Year Onsite Warranty
ASUS ExpertBook P2 Core i7 10th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics) ExpertBook P2 P2451FB Thin and...,,"₹75,990",Intel Core i7 Processor (10th Gen)8 GB DDR4 RAMDOS Operating System1 TB HDD35.56 cm (14 inch) Display1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase
Lenovo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) E15 Laptop,,"₹76,596",Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 10 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,4.4,"₹74,490",Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inches) Touchscreen DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
HP 14s Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) 14s-er0004TU Thin and Light Laptop,4.1,"₹45,990","Intel Core i3 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD35.56 cm (14 inch) DisplayMicrosoft Office 2019 Home and Student, HP Documentation, HP BIOS Recovery, HP Smart1 Year Onsite Warranty"
ASUS ROG Zephyrus G14 Ryzen 7 Octa Core 4800HS 4th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphi...,,"₹1,04,990",AMD Ryzen 7 Octa Core Processor (4th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
ASUS TUF Dash F15 Core i5 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX ...,,"₹1,02,990","Intel Core i5 Processor (11th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System1 TB SSD39.62 cm (15.6 inch) DisplayWindows 10 Home, Ms-Office Home & Student 2019 - Life Time, Mcafee Anti Virus - 1 Year1 Year Onsite Warranty"
"ASUS Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10) K513EA- BQ302TS K513EA, Laptop",,"₹44,990",Intel Core i3 Processor (11th Gen)4 GB DDR4 RAMWindows 10 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,4.4,"₹74,490",Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inches) Touchscreen DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
ASUS ExpertBook P2 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro/2 GB Graphics) ExpertBook P2 P24...,,"₹86,990",Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Display3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase
